255	255	255	255	252	255	255	255	255	255	255	253	255	255	255	255	255	255
255	255	255	237	132	231	255	255	255	255	239	134	210	255	255	255	255	255
255	255	255	223	37	148	255	255	255	255	223	33	107	251	255	255	255	255
255	255	255	223	32	128	255	255	255	255	203	20	72	247	255	255	255	255
255	255	255	223	32	128	255	255	255	255	183	9	107	251	255	255	255	255
255	255	255	223	32	129	255	255	255	255	183	13	161	255	255	255	255	255
255	255	255	223	37	161	255	255	255	255	183	8	124	254	255	255	255	255
255	255	255	218	42	174	255	255	255	255	182	8	121	254	255	255	255	255
255	255	255	181	54	229	255	255	255	255	143	8	168	255	255	255	255	255
255	255	255	134	50	234	255	255	255	252	111	25	206	255	255	255	255	255
255	255	255	128	59	240	255	255	255	229	44	82	246	255	255	255	255	255
255	255	255	143	55	236	255	255	255	186	18	155	255	255	255	255	255	255
255	255	255	182	79	247	255	255	238	80	46	224	255	255	255	255	255	255
255	255	255	183	61	218	247	239	137	10	96	249	255	255	255	255	255	255
255	255	255	195	21	45	72	60	13	45	211	255	255	255	255	255	255	255
255	255	255	245	162	67	32	43	105	204	253	255	255	255	255	255	255	255
255	255	255	255	255	237	223	230	250	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
