255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	233	184	155	129	143	239	255	255	255	255	255	255	255	255
255	255	255	255	169	70	71	68	76	225	255	255	255	255	255	255	255	255
255	255	255	255	243	229	244	245	232	247	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	211	236	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	247	128	223	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	182	51	224	255	255	255	255	255	255	255	255
255	255	255	255	255	255	248	96	76	243	255	255	255	255	255	255	255	255
255	255	255	255	255	255	226	37	128	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	222	37	168	255	255	255	255	255	255	255	255	255
255	255	255	255	255	254	172	28	195	255	255	255	255	255	255	255	255	255
255	255	255	255	255	231	58	56	213	251	255	255	255	255	255	255	255	255
255	235	187	212	223	157	9	18	60	227	255	255	255	255	255	255	255	255
255	194	30	33	40	29	30	67	136	239	255	255	255	255	255	255	255	255
255	245	195	183	183	188	219	241	254	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
