255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	250	172	188	253	255	255	255	255
255	255	255	255	255	253	188	176	252	255	221	36	75	247	255	255	255	255
255	255	255	255	255	232	54	34	195	255	187	12	107	251	255	255	255	255
255	255	255	255	255	154	11	101	200	253	128	16	188	255	255	255	255	255
255	255	255	255	251	100	14	193	255	234	53	58	235	255	255	255	255	255
255	255	255	255	235	52	31	222	255	186	15	128	254	255	255	255	255	255
255	255	255	255	235	52	32	223	245	89	20	191	255	255	255	255	255	255
255	255	255	255	247	72	32	217	148	17	102	247	255	255	255	255	255	255
255	255	255	255	248	79	23	111	20	75	219	255	255	255	255	255	255	255
255	255	255	255	254	142	7	3	40	207	255	255	255	255	255	255	255	255
255	255	255	255	255	236	109	89	193	253	255	255	255	255	255	255	255	255
255	255	255	255	255	255	249	249	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
